plot,interval_order,month_start,month_end,genet,tag,genotype,species,source_files,match_types,actions,split_fuse_events,n_rows,plot_area_m2,taglab_area_units,area_start,area_end,area_start_m2,area_end_m2,present_start,present_end,survived_interval,died_interval,born_interval
Plot E,2,June,July,43,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250609_1-1-Coki_PlotE_20250711_1-1.csv,1-1,same,n/s,1,480,cm2,6.1525,6.0425,6.1525e-4,6.042500000000001e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,2,June,July,44,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250609_1-1-Coki_PlotE_20250711_1-1.csv,1-1,same,n/s,1,480,cm2,4.745,4.73,4.745e-4,4.7300000000000006e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,2,June,July,45,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250609_1-1-Coki_PlotE_20250711_1-1.csv,1-1,same,n/s,1,480,cm2,5.985,6.145,5.985000000000001e-4,6.144999999999999e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,2,June,July,46,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250609_1-1-Coki_PlotE_20250711_1-1.csv,1-1,same,n/s,1,480,cm2,5.115,5.09,5.115e-4,5.09e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,2,June,July,47,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250609_1-1-Coki_PlotE_20250711_1-1.csv,1-1,grow,n/s,1,480,cm2,4.69,5.77,4.69e-4,5.769999999999999e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,2,June,July,48,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250609_1-1-Coki_PlotE_20250711_1-1.csv,1-1,same,n/s,1,480,cm2,2.3325,2.3525,2.3325e-4,2.3525e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,2,June,July,49,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250609_1-1-Coki_PlotE_20250711_1-1.csv,1-1,same,n/s,1,480,cm2,5.37,5.4275,5.37e-4,5.4275e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,2,June,July,5,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250609_1-1-Coki_PlotE_20250711_1-1.csv,1-1,same,n/s,1,480,cm2,4.9525,4.9525,4.952499999999999e-4,4.952499999999999e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,2,June,July,50,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250609_1-1-Coki_PlotE_20250711_1-1.csv,1-1,same,n/s,1,480,cm2,4.6675,4.755,4.6675000000000004e-4,4.755e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,2,June,July,51,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250609_1-1-Coki_PlotE_20250711_1-1.csv,1-1,grow,n/s,1,480,cm2,6.32,6.975,6.320000000000001e-4,6.975e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,2,June,July,52,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250609_1-1-Coki_PlotE_20250711_1-1.csv,1-1,grow; shrink,n/s,3,480,cm2,16.25,16.8775,0.001625,0.00168775,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,2,June,July,53,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250609_1-1-Coki_PlotE_20250711_1-1.csv,1-1,grow,n/s,1,480,cm2,5.4325,6.7625,5.4325e-4,6.7625e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,2,June,July,54,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250609_1-1-Coki_PlotE_20250711_1-1.csv,1-1,same,n/s,1,480,cm2,5.1175,5.33,5.117499999999999e-4,5.33e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,2,June,July,55,NA,NA,Orbicella faveolata,plotE1-1Matches_Coki_PlotE_20250609_1-1-Coki_PlotE_20250711_1-1.csv,1-1,same,n/s,1,480,cm2,9.13,8.975,9.130000000000001e-4,8.975e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,2,June,July,56,NA,NA,Orbicella faveolata,plotE1-1Matches_Coki_PlotE_20250609_1-1-Coki_PlotE_20250711_1-1.csv,1-1,shrink,n/s,1,480,cm2,5.18,4.1025,5.18e-4,4.1025e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,2,June,July,57,NA,NA,Orbicella faveolata,plotE1-1Matches_Coki_PlotE_20250609_1-1-Coki_PlotE_20250711_1-1.csv,1-1,shrink,n/s,1,480,cm2,6.04,4.27,6.04e-4,4.2699999999999997e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,2,June,July,58,NA,NA,Acropora palmata,plotE1-1Matches_Coki_PlotE_20250609_1-1-Coki_PlotE_20250711_1-1.csv,1-1,shrink,n/s,1,480,cm2,16.9925,9,0.00169925,9e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,2,June,July,59,NA,NA,Acropora palmata,plotE1-1Matches_Coki_PlotE_20250609_1-1-Coki_PlotE_20250711_1-1.csv,1-1,shrink,n/s,1,480,cm2,16.4075,10.5825,0.0016407499999999998,0.00105825,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,2,June,July,6,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250609_1-1-Coki_PlotE_20250711_1-1.csv,1-1,same,n/s,1,480,cm2,3.975,3.975,3.975e-4,3.975e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,2,June,July,60,NA,NA,Acropora palmata,plotE1-1Matches_Coki_PlotE_20250609_1-1-Coki_PlotE_20250711_1-1.csv,1-1,shrink,n/s,1,480,cm2,19.62,18.5625,0.001962,0.00185625,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,2,June,July,61,NA,NA,Acropora palmata,plotE1-1Matches_Coki_PlotE_20250609_1-1-Coki_PlotE_20250711_1-1.csv,1-1,shrink,n/s,1,480,cm2,9.985,9.3575,9.985e-4,9.3575e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,2,June,July,62,NA,NA,Acropora palmata,plotE1-1Matches_Coki_PlotE_20250609_1-1-Coki_PlotE_20250711_1-1.csv,1-1,shrink,n/s,1,480,cm2,14.03,12.1525,0.001403,0.00121525,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,2,June,July,8,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250609_1-1-Coki_PlotE_20250711_1-1.csv,1-1,same,n/s,1,480,cm2,5.1375,5.1375,5.1375e-4,5.1375e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,2,June,July,9,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250609_1-1-Coki_PlotE_20250711_1-1.csv,1-1,same,n/s,1,480,cm2,5.15,5.15,5.15e-4,5.15e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,0,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,dead,none,1,480,cm2,0.4325,0,4.325e-5,0,TRUE,FALSE,FALSE,TRUE,FALSE
Plot E,3,July,August,11,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,grow,n/s,1,480,cm2,4.0925,4.435,4.0925e-4,4.4349999999999994e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,13,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,grow,n/s,1,480,cm2,2.3,3.545,2.2999999999999998e-4,3.545e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,14,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,shrink,n/s,1,480,cm2,4.695,2.9125,4.6950000000000003e-4,2.9125e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,16,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,grow,n/s,1,480,cm2,8.3075,9.0725,8.307499999999999e-4,9.0725e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,18,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,grow,n/s,1,480,cm2,2.83,3.3275,2.83e-4,3.3275000000000004e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,19,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,grow,n/s,2,480,cm2,7.6525,9.6375,7.652500000000001e-4,9.6375e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,2,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,grow,n/s,1,480,cm2,4.9825,5.5075,4.9825e-4,5.5075e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,20,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,grow,n/s,1,480,cm2,5.025,5.445,5.025e-4,5.445000000000001e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,21,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,grow; same; shrink,n/s,4,480,cm2,28.8,29.9525,0.0028799999999999997,0.0029952499999999996,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,22,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,same,n/s,1,480,cm2,3.3275,3.35,3.3275000000000004e-4,3.35e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,24,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,grow,n/s,1,480,cm2,0.4925,0.7675,4.925e-5,7.675e-5,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,25,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,grow,n/s,2,480,cm2,8.8375,10.13,8.8375e-4,0.001013,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,26,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,shrink,n/s,1,480,cm2,2.76,2.565,2.76e-4,2.565e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,27,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,grow,n/s,1,480,cm2,3.1025,4.0175,3.1025e-4,4.0175e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,28,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,grow,n/s,1,480,cm2,8.0475,8.615,8.047499999999999e-4,8.615000000000001e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,29,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,grow,n/s,1,480,cm2,0.9975,1.185,9.975e-5,1.1850000000000001e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,3,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,same,n/s,1,480,cm2,4.4275,4.3675,4.4275e-4,4.3674999999999996e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,31,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,grow,n/s,1,480,cm2,9.1025,10.51,9.102499999999999e-4,0.001051,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,32,NA,NA,Acropora palmata,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,n/s,fuse,3,480,cm2,227.19,818.5274999999999,0.022719,0.08185274999999999,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,33,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,grow,n/s,1,480,cm2,2.8225,3.255,2.8225e-4,3.255e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,34,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,grow,n/s,1,480,cm2,3.0675,4.065,3.0675e-4,4.065e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,35,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,grow,n/s,1,480,cm2,0.54,0.6225,5.4000000000000005e-5,6.225000000000001e-5,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,36,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,same,n/s,1,480,cm2,1.735,1.7125,1.7350000000000002e-4,1.7125e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,38,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,same,n/s,1,480,cm2,5.985,5.8125,5.985000000000001e-4,5.8125e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,39,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,same,n/s,1,480,cm2,5.75,5.825,5.75e-4,5.825e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,4,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,grow,n/s,1,480,cm2,5.025,5.385,5.025e-4,5.385e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,40,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,shrink,n/s,1,480,cm2,5.7025,5.2375,5.7025e-4,5.2375e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,41,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,grow,n/s,1,480,cm2,5.0125,5.435,5.012500000000001e-4,5.434999999999999e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,42,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,same,n/s,1,480,cm2,6.3425,6.49,6.3425e-4,0.00064900000000000005,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,43,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,same,n/s,1,480,cm2,6.0425,6.1875,6.042500000000001e-4,6.1875e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,44,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,shrink,n/s,1,480,cm2,4.73,4.4675,4.7300000000000006e-4,4.4675000000000004e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,45,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,same,n/s,1,480,cm2,6.145,5.915,6.144999999999999e-4,5.915e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,46,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,shrink,n/s,1,480,cm2,5.09,4.5025,5.09e-4,4.5025e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,47,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,same,n/s,1,480,cm2,5.77,5.5475,5.769999999999999e-4,5.5475e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,48,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,shrink,n/s,1,480,cm2,2.3525,2.22,2.3525e-4,2.2200000000000003e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,49,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,grow,n/s,1,480,cm2,5.4275,6.345,5.4275e-4,6.345e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,5,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,same,n/s,1,480,cm2,4.9525,4.795,4.952499999999999e-4,4.795e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,50,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,grow,n/s,1,480,cm2,4.755,5.3025,4.755e-4,5.3025e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,51,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,same,n/s,1,480,cm2,6.975,6.9875,6.975e-4,6.987499999999999e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,52,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,grow; same,n/s,3,480,cm2,16.8775,17.565,0.00168775,0.0017565,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,53,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,same,n/s,1,480,cm2,6.7625,6.5525,6.7625e-4,6.5525e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,54,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,grow,n/s,1,480,cm2,5.33,5.9875,5.33e-4,5.9875e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,55,NA,NA,Orbicella faveolata,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,same,n/s,1,480,cm2,8.975,9.1725,8.975e-4,9.1725e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,56,NA,NA,Orbicella faveolata,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,grow,n/s,1,480,cm2,4.1025,5.2875,4.1025e-4,5.287499999999999e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,57,NA,NA,Orbicella faveolata,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,grow,n/s,1,480,cm2,4.27,6.4775,4.2699999999999997e-4,6.4775e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,58,NA,NA,Acropora palmata,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,grow,n/s,1,480,cm2,9,20.9375,9e-4,0.00209375,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,59,NA,NA,Acropora palmata,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,grow,n/s,1,480,cm2,10.5825,22.0525,0.00105825,0.0022052499999999997,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,6,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,shrink,n/s,1,480,cm2,3.975,3.69,3.975e-4,3.6899999999999997e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,60,NA,NA,Acropora palmata,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,grow,n/s,1,480,cm2,18.5625,26.4,0.00185625,0.00264,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,61,NA,NA,Acropora palmata,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,grow,n/s,1,480,cm2,9.3575,13.925,9.3575e-4,0.0013925,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,62,NA,NA,Acropora palmata,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,grow,n/s,1,480,cm2,12.1525,15.55,0.00121525,0.0015550000000000002,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,63,NA,NA,Orbicella sp.,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,born,none,1,480,cm2,0,4.255,0,4.255e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot E,3,July,August,64,NA,NA,Orbicella sp.,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,born,none,1,480,cm2,0,2.92,0,2.92e-4,FALSE,TRUE,FALSE,FALSE,TRUE
Plot E,3,July,August,8,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,grow,n/s,1,480,cm2,5.1375,5.435,5.1375e-4,5.434999999999999e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,3,July,August,9,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250711_1-1-Coki_PlotE_20250804_1-1.csv,1-1,grow,n/s,1,480,cm2,5.15,5.7575,5.15e-4,5.7575e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,11,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,same,n/s,1,480,cm2,4.435,4.375,4.4349999999999994e-4,4.375e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,13,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,same,n/s,1,480,cm2,3.545,3.44,3.545e-4,3.44e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,14,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow,n/s,1,480,cm2,2.9125,4.4375,2.9125e-4,4.4375e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,16,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,same,n/s,1,480,cm2,9.0725,8.9725,9.0725e-4,8.9725e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,18,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow,n/s,1,480,cm2,3.3275,3.5775,3.3275000000000004e-4,3.5775e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,19,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,same,n/s,2,480,cm2,9.6375,9.555,9.6375e-4,9.555000000000001e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,2,NA,NA,Orbicella franksi,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,same,n/s,1,480,cm2,5.5075,5.26,5.5075e-4,5.26e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,20,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,same,n/s,1,480,cm2,5.445,5.6525,5.445000000000001e-4,5.6525e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,21,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow; n/s,fuse; n/s,4,480,cm2,29.9525,89.13499999999999,0.00299525,0.0089135,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,22,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow,n/s,1,480,cm2,3.35,3.9625,3.35e-4,3.9625e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,24,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,shrink,n/s,1,480,cm2,0.7675,0.6125,7.675e-5,6.125e-5,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,25,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow; same,n/s,2,480,cm2,10.13,10.495,0.001013,0.0010494999999999999,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,26,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow,n/s,1,480,cm2,2.565,2.7175,2.565e-4,2.7174999999999996e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,27,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow,n/s,1,480,cm2,4.0175,4.5225,4.0175e-4,4.5225e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,28,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow,n/s,1,480,cm2,8.615,9.315,8.615000000000001e-4,9.314999999999999e-4,TRUE,TRUE,TRUE,FALSE,FALSE
Plot E,4,August,September,29,NA,NA,Orbicella annularis,plotE1-1Matches_Coki_PlotE_20250804_1-1-Coki_PlotE_20250908_1-1.csv,1-1,grow,n/s,1,480,cm2,1.185,1.2625,1.1850000000000001e-4,1.2625e-4,TRUE,TRUE,TRUE,FALSE,FALSE
